timestamp,scene_number,scene_snapshot_number,scene_snapshot_path,subtitle,cleaned_subtitle,snapshot_desc,profanity_present,nudity_present,should_censor
1990519,,,,"Before your brother bought me for you,
it was my job to make men happy.",,,False,False,False
1995189,,,,How old were you?,,,False,False,False
1997024,,,,"l was nine when my mother
sold me to the pleasure house.",,,False,False,False
1999695,,,,Nine?!,,,False,False,False
2001362,,,,"l did not touch a man
for three years, Khaleesi.",,,False,False,False
2005450,,,,First you must learn.,,,False,False,False
2011455,,,,"Can you teach me
how to make the khal happy?",,,False,False,False
2016043,,,,Yes.,,,False,False,False
2017963,,,,Will it take three years?,,,False,False,False
2021800,,,,No.,,,False,False,False
2026262,,,,[Wind whistling],,,False,False,False
2028848,,,,[Horse snorts],,,False,False,False
2044531,,,,Welcome.,,,False,False,False
2136957,,,,"[Catelyn] What l am about to tell you
must remain between us.",,,False,False,False
2141919,,,,l don't think Bran fell from that tower.,,,False,False,False
2146173,,,,l think he was thrown.,,,False,False,False
2149176,,,,"The boy was always
surefooted before.",,,False,False,False
2151888,,,,Someone tried to kill him twice.,,,False,False,False
2154850,,,,Why? Why murder an innocent child?,,,False,False,False
2157852,,,,"Unless he saw something
he wasn't meant to see.",,,False,False,False
2160606,,,,"- Saw what, my lady?
- l don't know.",,,False,False,False
2164734,,,,"But l would stake my life
the Lannisters are involved.",,,False,False,False
2167278,,,,"We already have reason to suspect
their loyalty to the Crown.",,,False,False,False
2170615,,,,Did you notice the dagger the killer used?,,,False,False,False
2172992,,,,lt's too fine a weapon for such a man.,,,False,False,False
2175370,,,,"The blade is Valyrian steel,
the handle dragonbone.",,,False,False,False
2178789,,,,Someone gave it to him.,,,False,False,False
2181876,,,,"They come into our home
and try to murder my brother?",,,False,False,False
2185713,,,,lf it's war they want...,,,False,False,False
2187298,,,,"lf it comes to that,
you know l'll stand behind you.",,,False,False,False
2189635,,,,"What, is there going to be
a battle in the Godswood?",,,False,False,False
2192888,,,,Hmm?,,,False,False,False
2194472,,,,"Too easily words of war
become acts of war.",,,False,False,False
2197559,,,,We don't know the truth yet.,,,False,False,False
2200187,,,,Lord Stark must be told of this.,,,False,False,False
2202229,,,,"l don't trust a raven
to carry these words.",,,False,False,False
2205066,,,,"- l'll ride to King's Landing.
- No.",,,False,False,False
2207068,,,,There must always be a Stark in Winterfell.,,,False,False,False
2210405,,,,"- l will go myself.
- Mother, you can't.",,,False,False,False
2212281,,,,l must.,,,False,False,False
2214952,,,,"l'll send Hal with a squad
of guardsmen to escort you.", I'll have Hal lead a group of security guards to accompany you.,,True,False,False
2217704,,,,Too large a party attracts unwanted attention.,,,False,False,False
2220332,,,,"l don't want the Lannisters
to know l'm coming.",,,False,False,False
2222542,,,,Let me accompany you at least.,,,False,False,False
2224169,,,,"The Kingsroad can be a dangerous place
for a woman alone.",,,False,False,False
2231008,,,,What about Bran?,,,False,False,False
2235013,,,,"l have prayed to the Seven
for more than a month.",,,False,False,False
2239225,,,,Bran's life is in their hands now.,,,False,False,False
2301495,,,,"No, Khaleesi.",,,False,False,False
2303457,,,,You must look in his eyes always.,,,False,False,False
2306417,,,,Love comes in at the eyes.,,,False,False,False
2310046,,,,"lt is said that Irogenia of Lys
could finish a man",,,False,False,False
2313008,,,,with nothing but her eyes.,,,False,False,False
2314968,,,,Finish a man?,,,False,False,False
2318805,,,,Oh.,,,False,False,False
2322142,,,,"Kings travelled across the world
for a night with Irogenia.",,,False,False,False
2325812,,,,Magisters sold their palaces.,,,False,False,False
2328522,,,,"Khals burned her enemies
just to have her for a few hours.",,,False,False,False
2333028,,,,"They say a thousand men
proposed to her",,,False,False,False
2335738,,,,and she refused them all.,,,False,False,False
2338908,,,,"Well, she sounds like
an interesting woman.",,,False,False,False
2342287,,,,l... l don't think,,,False,False,False
2344080,,,,that Drogo will like it with me on top.,,,False,False,False
2346667,,,,"You will make him like it, Khaleesi.",,,False,False,False
2349044,,,,Men want what they've never had.,,,False,False,False
2351213,,,,"And the Dothraki take slaves like
a hound takes a bitch.", The Dothraki treat people as they might a pet.,,True,False,False
2356008,,,,"Are you a slave, Khaleesi?",,,False,False,False
2368939,,,,Then don't make love like a slave.,,,False,False,False
2379490,,,,"[Gasps] Very good, Khaleesi.",,,False,False,False
2382535,,,,"Out there he is the mighty khal,",,,False,False,False
2385205,,,,"but in this tent, he belongs to you.",,,False,False,False
2389334,,,,l... l don't think,,,False,False,False
2390876,,,,that this is the Dothraki way.,,,False,False,False
2393504,,,,"lf he wanted the Dothraki way,",,,False,False,False
2396341,,,,why did he marry you?,,,False,False,False
2446934,,,,No.,,,False,False,False
2452272,,,,No!,,,False,False,False
2455734,,,,"[Speaks Dothraki] {Ajjalan anha zalat vitiherat yer hatif.}
Tonight l would look upon your face.",,,False,False,False
2556709,,,,[Girls laugh],,,False,False,False
2565718,,,,"Pardon me, ser.",,,False,False,False
2570973,,,,"Do l frighten you so much, girl?",,,False,False,False
2575019,,,,Or is it him there making you shake?,,,False,False,False
2578689,,,,He frightens me too.,,,False,False,False
2580566,,,,Look at that face.,,,False,False,False
2583903,,,,"l'm sorry if l offended you, ser.",,,False,False,False
2592579,,,,Why won't he speak to me?,,,False,False,False
2593664,,,,"He hasn't been very talkative
these last 20 years.",,,False,False,False
2596749,,,,"Since the Mad King had his tongue
ripped out with hot pincers.",,,False,False,False
2599836,,,,"He speaks damn well
with his sword though."," He communicates skillfully
with his sword, indeed.",,True,False,False
2602673,,,,"Ser Ilyn Payne, the King's Justice.",,,False,False,False
2607803,,,,The Royal Executioner.,,,False,False,False
2611640,,,,"What is it, sweet lady?",,,False,False,False
2615894,,,,Does the hound frighten you?,,,False,False,False
2618312,,,,"Away with you, dog.",,,False,False,False
2620564,,,,You're scaring my lady.,,,False,False,False
2624611,,,,l don't like to see you upset.,,,False,False,False
2629240,,,,The sun's finally shining.,,,False,False,False
2631867,,,,Come walk with me.,,,False,False,False
2634870,,,,"Stay, Lady.",,,False,False,False
2641877,,,,[Whines],,,False,False,False
2644881,,,,[Laughing],,,False,False,False
2653640,,,,l probably shouldn't have any more.,,,False,False,False
2655850,,,,"Father only lets us
have one cup at feasts.",,,False,False,False
2658269,,,,"My princess can drink
as much as she wants.",,,False,False,False
2667653,,,,[Sticks clacking],,,False,False,False
2673785,,,,Don't worry. You're safe with me.,,,False,False,False
2677497,,,,"- l'll get you!
- [Laughing]",,,False,False,False
2684796,,,,Arya!,,,False,False,False
2686589,,,,Ow!,,,False,False,False
2687841,,,,What are you doing here?,,,False,False,False
2689676,,,,"- Go away.
- Your sister?",,,False,False,False
2695515,,,,"- And who are you, boy?
- Mycah, my lord.",,,False,False,False
2698517,,,,"- He's the butcher's boy.
- He's my friend.",,,False,False,False
2700646,,,,"A butcher's boy who wants
to be a knight, eh?",,,False,False,False
2705776,,,,"Pick up your sword, butcher's boy.
Let's see how good you are.",,,False,False,False
2708486,,,,"She asked me to, my lord.
She asked me to.",,,False,False,False
2711113,,,,"l'm your prince, not your lord,",,,False,False,False
2714910,,,,and l said pick up your sword.,,,False,False,False
2718830,,,,"lt's not a sword, my prince.
It's only a stick.",,,False,False,False
2721124,,,,And you're not a knight.,,,False,False,False
2724294,,,,Only a butcher's boy.,,,False,False,False
2726713,,,,"That was my lady's sister you were hitting.
Do you know that?",,,False,False,False
2729758,,,,"- Stop it!
- Arya, stay out of this.",,,False,False,False
2732635,,,,l won't hurt him...,,,False,False,False
2735263,,,,much.,,,False,False,False
2737682,,,,[Whimpers],,,False,False,False
2744939,,,,"- Arya!
- [Growls]",,,False,False,False
2747149,,,,Filthy little bitch!, Disrespectful individual!,,True,False,False
2748609,,,,"No, no, stop it, stop it, both of you!",,,False,False,False
2750528,,,,"You're spoiling it.
You're spoiling everything!",,,False,False,False
2753906,,,,"l'll gut you, you little cunt!"," I will teach you a lesson, you disrespectful one!",,True,False,False
2757493,,,,"- [Snarling]
- [Joffrey screams]",,,False,False,False
2759204,,,,"- Arya!
- Nymeria!",,,False,False,False
2761372,,,,Arya!,,,False,False,False
2762374,,,,Nymeria!,,,False,False,False
2764042,,,,[Joffrey whimpering],,,False,False,False
2768879,,,,No.,,,False,False,False
2770881,,,,No. Please don't.,,,False,False,False
2773426,,,,"Arya, leave him alone.",,,False,False,False
2790693,,,,[Barks],,,False,False,False
2794448,,,,"My prince, my poor prince,
Iook what they did to you.",,,False,False,False
2797992,,,,"Stay here. l'll go back to the inn
and bring help.",,,False,False,False
2800412,,,,Then go!,,,False,False,False
2803497,,,,Don't touch me.,,,False,False,False
2806376,,,,"[Rustling, footsteps]",,,False,False,False
2807961,,,,"[Man] The wolfs not here.
Look down by the stream.",,,False,False,False
2813133,,,,[Nymeria whines],,,False,False,False
2816970,,,,"You've got to go. They'll kill you
for what you did to Joffrey.",,,False,False,False
2820973,,,,Go on. Run.,,,False,False,False
2826271,,,,Go! Leave now!,,,False,False,False
2830651,,,,"- It's a direwolf.
- l'll check down here.",,,False,False,False
2838742,,,,"- [Whines]
- [Man] l think l heard a noise.",,,False,False,False
2843372,,,,Go!,,,False,False,False
2857426,,,,"- [Dogs barking]
- [Ned] Arya!",,,False,False,False
2861013,,,,[Man] Arya!,,,False,False,False
2863975,,,,[Ned] Arya!,,,False,False,False
2865769,,,,[Man] Arya!,,,False,False,False
2869231,,,,Arya!,,,False,False,False
2871358,,,,[Man] Arya!,,,False,False,False
2873151,,,,My lord!,,,False,False,False
2875320,,,,My Lord! They've found her.,,,False,False,False
2877446,,,,"- She's unharmed.
- [Man] Arya!",,,False,False,False
2880117,,,,"- Where is she?
- She's been taken directly before the king.",,,False,False,False
2882577,,,,"- Who took her?
- The Lannisters found her.",,,False,False,False
2884495,,,,"- [Man] Arya!
- Right, get back.",,,False,False,False
2886747,,,,"The queen ordered them
to bring her straight to him.",,,False,False,False
2889459,,,,Back! Back to the inn!,,,False,False,False
2892713,,,,All back!,,,False,False,False
2902388,,,,"l'm sorry, l'm sorry, l'm sorry.",,,False,False,False
2904307,,,,"- Are you hurt?
- No.",,,False,False,False
2905934,,,,"Oh, it's all right.",,,False,False,False
2910187,,,,What is the meaning of this?,,,False,False,False
2912983,,,,"Why was my daughter
not brought to me at once?",,,False,False,False
2915109,,,,"How dare you speak to your king
in that manner?",,,False,False,False
2917028,,,,"Quiet, woman.",,,False,False,False
2919655,,,,"Sorry, Ned. l never meant to frighten the girl.",,,False,False,False
2922783,,,,"But we need to get
this business done quickly.",,,False,False,False
2925870,,,,"Your girl and that butcher's boy
attacked my son.",,,False,False,False
2929041,,,,That animal of hers nearly tore his arm off.,,,False,False,False
2931292,,,,That's not true!,,,False,False,False
2933294,,,,She just... bit him a little.,,,False,False,False
2936714,,,,"- He was hurting Mycah.
- Joff told us what happened.",,,False,False,False
2939468,,,,"You and that boy beat him with clubs
while you set your wolf on him.",,,False,False,False
2942803,,,,That's not what happened!,,,False,False,False
2944472,,,,"Yes, it is! They all attacked me
and she threw my sword in the river.",,,False,False,False
2947725,,,,"- Liar!
- Shut up!",,,False,False,False
2948977,,,,[Robert] Enough!,,,False,False,False
2950519,,,,"He tells me one thing,
she tells me another.",,,False,False,False
2953522,,,,"Seven hells!
What am l to make of this?",,,False,False,False
2958070,,,,"- Where's your other daughter, Ned?
- In bed, asleep.",,,False,False,False
2960863,,,,She's not.,,,False,False,False
2962990,,,,"Sansa, come here, darling.",,,False,False,False
2968622,,,,[Murmuring],,,False,False,False
2976463,,,,"Now, child...",,,False,False,False
2979298,,,,tell me what happened.,,,False,False,False
2981343,,,,Tell it all and tell it true.,,,False,False,False
2983553,,,,lt's a great crime to lie to a king.,,,False,False,False
2994564,,,,l don't know.,,,False,False,False
2996816,,,,"l don't remember.
Everything happened so fast.",,,False,False,False
3000903,,,,"- l didn't see.
- Liar!",,,False,False,False
3003406,,,,"- Liar, liar, liar!
- Arya!",,,False,False,False
3004950,,,,"- Hey, stop it! That's enough of that.
- Liar, liar, liar!",,,False,False,False
3007327,,,,"- Stop! Arya!
- She's as wild as that animal of hers.",,,False,False,False
3010872,,,,"- l want her punished.
- What would you have me do,",,,False,False,False
3012999,,,,whip her through the streets?,,,False,False,False
3014584,,,,"Damn it, children fight. It's over.", Kids sometimes argue and then it ends.,,True,False,False
3017713,,,,"Joffrey will bear these scars
for the rest of his life.",,,False,False,False
3021966,,,,You let that little girl disarm you?,,,False,False,False
3031727,,,,"Ned, see to it that your daughter
is disciplined.",,,False,False,False
3034812,,,,"- l'll do the same with my son.
- Gladly, Your Grace.",,,False,False,False
3038899,,,,[Cersei] And what of the direwolf?,,,False,False,False
3041653,,,,"What of the beast
that savaged your son?",,,False,False,False
3047075,,,,l'd forgot the damned wolf.,,,False,False,False
3049577,,,,"I
We found no trace of the direwolf
Your Grace.",,,False,False,False
3052414,,,,No? So be it.,,,False,False,False
3055709,,,,We have another wolf.,,,False,False,False
3061131,,,,As you will.,,,False,False,False
3062883,,,,"- You can't mean it.
- A direwolfs no pet.",,,False,False,False
3066218,,,,"Get her a dog.
She'll be happier for it.",,,False,False,False
3069722,,,,"He doesn't mean Lady, does he?",,,False,False,False
3072392,,,,"No, no, not Lady!
Lady didn't bite anyone!",,,False,False,False
3075062,,,,"- She's good!
- Lady wasn't there!",,,False,False,False
3077272,,,,"- You leave her alone!
- Stop them. Don't let them do it.",,,False,False,False
3080316,,,,"Please, please, it wasn't Lady!",,,False,False,False
3082818,,,,ls this your command?,,,False,False,False
3085780,,,,Your Grace?,,,False,False,False
3092745,,,,[Door slams],,,False,False,False
3093789,,,,"- Where is the beast?
- Chained up outside, Your Grace.",,,False,False,False
3097292,,,,"Ser Ilyn, do me the honour.",,,False,False,False
3099377,,,,No.,,,False,False,False
3101754,,,,Jory...,,,False,False,False
3105258,,,,take the girls to their rooms.,,,False,False,False
3111597,,,,"- [Sansa sobbing]
- If it must be done,",,,False,False,False
3114100,,,,then l'll do it myself.,,,False,False,False
3116185,,,,ls this some trick?,,,False,False,False
3118354,,,,The wolf is of the North.,,,False,False,False
3121941,,,,She deserves better than a butcher.,,,False,False,False
3157894,,,,"The butcher's boy -
you rode him down?",,,False,False,False
3161564,,,,He ran.,,,False,False,False
3163691,,,,Not very fast.,,,False,False,False
3183629,,,,[Whines],,,False,False,False
3196642,,,,[Whines],,,False,False,False
3212115,,,,[Whimpers],,,False,False,False
3221124,,,,[Soft groaning],,,False,False,False
3232885,,,,[Lady whines],,,False,False,False
3235555,,,,[lnhales],,,False,False,False
3238015,,,,[Lady yelps],,,False,False,False
3250015,,,,"THAT BASTARD JOFFREY!!
Sync, corrected & Dothraki dialogue by <font color=""#3333FF"">MALAY DEV</font>
www.fb.com/titudeb","That rasccal Joffrey!!
Sync, corrected & Dothraki dialogue by <font color=""#3333FF"">MALAY DEV</font>
www.fb.com/titudeb",,True,False,False
134237,,,,"Welcome, Lord Stark.",,,False,False,False
135863,,,,"Grand Maester Pycelle has called
a meeting of the Small Council.",,,False,False,False
139076,,,,The honour of your presence is requested.,,,False,False,False
142538,,,,"Get the girls settled in.
l'll be back in time for supper.",,,False,False,False
145832,,,,"- And, Jory, you go with them.
- Yes, my lord.",,,False,False,False
148501,,,,"lf you'd like to change into something
more appropriate...",,,False,False,False
162558,,,,[Doors creaking],,,False,False,False
188332,,,,"Thank the gods you're here, Stark.",,,False,False,False
191587,,,,"About time we had
some stern northern leadership.",,,False,False,False
196007,,,,Glad to see you're protecting the throne.,,,False,False,False
197801,,,,Sturdy old thing.,,,False,False,False
199886,,,,"How many kings' arses
have polished it, l wonder?",,,False,False,False
202388,,,,"Um, what's the line?",,,False,False,False
204224,,,,The king shits and the Hand wipes., The king behaves poorly and the advisor cleans up.,,True,False,False
208520,,,,Very handsome armour.,,,False,False,False
211064,,,,"- Not a scratch on it.
- l know.",,,False,False,False
213482,,,,"People have been swinging at me for years,
but they always seem to miss.",,,False,False,False
217154,,,,You've chosen your opponents wisely then.,,,False,False,False
221074,,,,l have a knack for it.,,,False,False,False
226288,,,,"lt must be strange for you,
coming into this room.",,,False,False,False
231751,,,,"l was standing right here
when it happened.",,,False,False,False
235671,,,,"He was very brave, your brother.",,,False,False,False
237757,,,,"Your father, too.",,,False,False,False
239676,,,,They didn't deserve to die like that.,,,False,False,False
241802,,,,Nobody deserves to die like that.,,,False,False,False
244723,,,,But you just stood there and watched.,,,False,False,False
246683,,,,500 men just stood there and watched.,,,False,False,False
250437,,,,"All the great knights
of the Seven Kingdoms.",,,False,False,False
252481,,,,"You think anyone said a word, lifted a finger?",,,False,False,False
256025,,,,"No, Lord Stark.",,,False,False,False
258195,,,,"500 men and this room
was silent as a crypt.",,,False,False,False
263700,,,,"Except for the screams, of course,",,,False,False,False
267079,,,,and the Mad King laughing.,,,False,False,False
269164,,,,And later...,,,False,False,False
271959,,,,"when l watched the Mad King die,",,,False,False,False
274503,,,,"l remembered him laughing
as your father burned...",,,False,False,False
279173,,,,lt felt like justice.,,,False,False,False
283887,,,,ls that what you tell yourself at night?,,,False,False,False
287640,,,,You're a servant ofjustice?,,,False,False,False
290519,,,,"That you were avenging my father when you
shoved your sword in Aerys Targaryen's back?",,,False,False,False
295106,,,,"Tell me, if l'd stabbed the Mad King in the belly
instead of the back,",,,False,False,False
299986,,,,would you admire me more?,,,False,False,False
302822,,,,"You served him well...
when serving was safe.",,,False,False,False
319923,,,,Lord Stark.,,,False,False,False
324594,,,,Lord Varys.,,,False,False,False
326096,,,,"l was grievously sorry to hear of your troubles
on the Kingsroad.",,,False,False,False
329892,,,,"We are all praying
for Prince Joffrey's full recovery.",,,False,False,False
333729,,,,"A shame you didn't say a prayer
for the butcher's son.",,,False,False,False
338108,,,,Renly! You're looking well.,,,False,False,False
341486,,,,And you look tired from the road.,,,False,False,False
343238,,,,"l told them this meeting could wait
another day, but...",,,False,False,False
345573,,,,"[Man] But we have a kingdom
to look after.",,,False,False,False
349243,,,,"l've hoped to meet you
for some time, Lord Stark.",,,False,False,False
351580,,,,"- No doubt Lady Catelyn has mentioned me.
- She has, Lord Baelish.",,,False,False,False
355166,,,,"l understand you knew
my brother Brandon as well.",,,False,False,False
358294,,,,"All too well.
l still carry a token of his esteem...",,,False,False,False
361632,,,,from navel to collarbone.,,,False,False,False
363633,,,,"Perhaps you chose
the wrong man to duel with.",,,False,False,False
365801,,,,"lt wasn't the man that l chose, my lord.",,,False,False,False
367678,,,,lt was Catelyn Tully.,,,False,False,False
370097,,,,"A woman worth fighting for,
l'm sure you'll agree.",,,False,False,False
373476,,,,"l humbly beg your pardon, my Lord Stark.",,,False,False,False
376145,,,,Grand Maester.,,,False,False,False
378774,,,,How many years has it been?,,,False,False,False
381108,,,,"- You were a young man.
- And you served another king.",,,False,False,False
386532,,,,"Oh, how forgetful of me.",,,False,False,False
390827,,,,This belongs to you now.,,,False,False,False
395832,,,,Should we begin?,,,False,False,False
398626,,,,"- Without the king?
- Winter may be coming,",,,False,False,False
400671,,,,"but l'm afraid the same cannot
be said for my brother.",,,False,False,False
404048,,,,[Varys] His Grace has many cares.,,,False,False,False
406133,,,,"He entrusts some small matters to us
that we might lighten the load.",,,False,False,False
411014,,,,We are the lords of small matters here.,,,False,False,False
418981,,,,"My brother instructs us
to stage a tournament",,,False,False,False
421858,,,,"in honour of Lord Stark's appointment
as Hand of the King.",,,False,False,False
424318,,,,"- Mm, how much?
- 40,OOO gold dragons to the champion,",,,False,False,False
428031,,,,"20,OOO to the runner-up,",,,False,False,False
429657,,,,"20,OOO to the winning archer.",,,False,False,False
432870,,,,Can the treasury bear such expense?,,,False,False,False
435205,,,,"l'll have to borrow it. The Lannisters
will accommodate, l expect.",,,False,False,False
438207,,,,"We already owe Lord Tywin three million gold.
What's another 80,OOO?",,,False,False,False
441503,,,,"Are you telling me the Crown
is three million in debt?",,,False,False,False
443421,,,,"- l'm telling you the Crown is six million in debt.
- How could you let this happen?",,,False,False,False
447342,,,,"The master of coin finds the money.
The king and the Hand spend it.",,,False,False,False
451637,,,,"l will not believe Jon Arryn
allowed Robert to bankrupt the realm.",,,False,False,False
455267,,,,"Lord Arryn gave wise and prudent advice,",,,False,False,False
458185,,,,but l fear His Grace doesn't always listen.,,,False,False,False
461981,,,,"''Counting coppers,'' he calls it.",,,False,False,False
465318,,,,l'll speak to him tomorrow.,,,False,False,False
467529,,,,"This tournament is an extravagance
we cannot amord.",,,False,False,False
469865,,,,"As you will.
But still, we'd best make our plans.",,,False,False,False
472366,,,,"There will be no plans...
until l speak to Robert.",,,False,False,False
480166,,,,"Forgive me, my lords. l'm...",,,False,False,False
482377,,,,"- l had a long ride.
- You are the King's Hand, Lord Stark.",,,False,False,False
486964,,,,We serve at your pleasure.,,,False,False,False
496265,,,,"- Ow!
- Please, it's nearly healed.",,,False,False,False
501104,,,,"- It's ugly.
- A king should have scars.",,,False,False,False
504524,,,,"You fought off a direwolf.
You're a warrior like your father.",,,False,False,False
508445,,,,"l'm not like him. l didn't fight off anything.
It bit me and all l did was scream.",,,False,False,False
512698,,,,"And the two Stark girls saw it, both of them.",,,False,False,False
514952,,,,That's not true. You killed the beast.,,,False,False,False
518079,,,,"You only spared the girl because of the love
your father bears her father.",,,False,False,False
521415,,,,"l didn't, l...",,,False,False,False
522833,,,,"When Aerys Targaryen sat on the iron throne,
your father was a rebel and a traitor.",,,False,False,False
527630,,,,"Someday you'll sit on the throne
and the truth will be what you make it.",,,False,False,False
534929,,,,Do l have to marry her?,,,False,False,False
537640,,,,Yes.,,,False,False,False
539851,,,,She's very beautiful and young.,,,False,False,False
542103,,,,"lf you don't like her, you only need
to see her on formal occasions",,,False,False,False
545481,,,,"and when the time comes,
to make little princes and princesses.",,,False,False,False
550821,,,,"And if you'd rather fuck painted whores,
you'll fuck painted whores."," If you prefer to be friendly with people dressed up,
you will be friendly with people dressed up.",,True,False,False
554991,,,,"And if you'd rather lie with noble virgins,
so be it.",,,False,False,False
557619,,,,"You are my darling boy and the world
will be exactly as you want it to be.",,,False,False,False
565126,,,,Do something nice for the Stark girl.,,,False,False,False
567795,,,,"- l don't want to.
- No, but you will.",,,False,False,False
570631,,,,"The occasional kindness will spare you
all sorts of trouble down the road.",,,False,False,False
574678,,,,We allow the northerners too much power.,,,False,False,False
577306,,,,They consider themselves our equals.,,,False,False,False
579850,,,,How would you handle them?,,,False,False,False
582476,,,,"l'd double their taxes and command them
to supply 10,OOO men to the royal army.",,,False,False,False
587274,,,,A royal army?,,,False,False,False
588608,,,,"Why should every lord
command his own men?",,,False,False,False
590568,,,,"lt's primitive, no better than the hill tribes.",,,False,False,False
592779,,,,"We should have a standing army
of men loyal to the Crown,",,,False,False,False
595948,,,,"trained by experienced soldiers,",,,False,False,False
597742,,,,"instead of a mob of peasants
who've never held pikes in their lives.",,,False,False,False
602289,,,,And if the northerners rebel?,,,False,False,False
603957,,,,l'd crush them.,,,False,False,False
605667,,,,"Seize Winterfell and install someone
Ioyal to the realm as warden of the North.",,,False,False,False
609837,,,,"Uncle Kevan, maybe.",,,False,False,False
611380,,,,"And these 10,OOO northern troops,
would they fight for you or their lord?",,,False,False,False
615177,,,,"- For me. l'm their king.
- Mm-hm.",,,False,False,False
617428,,,,"But you've just invaded their homeland,",,,False,False,False
619597,,,,"- asked them to kill their brothers.
- l'm not asking.",,,False,False,False
622351,,,,"The North cannot be held,
not by an outsider.",,,False,False,False
625395,,,,lt's too big and too wild.,,,False,False,False
627563,,,,"And when the winter comes,
the seven gods together",,,False,False,False
629232,,,,couldn't save you and your royal army.,,,False,False,False
631485,,,,"A good king knows
when to save his strength...",,,False,False,False
635905,,,,and when to destroy his enemies.,,,False,False,False
639576,,,,So you agree...,,,False,False,False
641912,,,,the Starks are enemies?,,,False,False,False
645957,,,,"Everyone who isn't us...
is an enemy.",,,False,False,False
652755,,,,"Enough of that, young lady.
Eat your food.",,,False,False,False
655092,,,,"- l'm practicing.
- Practicing for what?",,,False,False,False
657177,,,,"- The prince.
- Arya, stop!",,,False,False,False
659263,,,,"He's a liar and a coward
and he killed my friend.",,,False,False,False
662515,,,,The Hound killed your friend.,,,False,False,False
663933,,,,"The Hound does whatever
the prince tells him to do.",,,False,False,False
666436,,,,"- You're an idiot.
- You're a liar, and if you told the truth,"," - You're not very intelligent.
- If you were honest, things would be better for us.",,True,False,False
668896,,,,Mycah would be alive.,,,False,False,False
670189,,,,Enough!,,,False,False,False
674236,,,,What's happening here?,,,False,False,False
676029,,,,"Arya would rather act
like a beast than a lady.",,,False,False,False
680074,,,,Go to your room. We'll speak later.,,,False,False,False
690126,,,,"That's for you, love.",,,False,False,False
701596,,,,"The same dollmaker
makes all of Princess Myrcella's toys.",,,False,False,False
707101,,,,Don't you like it?,,,False,False,False
709313,,,,l haven't played with dolls since l was eight.,,,False,False,False
713442,,,,"- May l be excused?
- You've barely eaten a thing.",,,False,False,False
717529,,,,lt's all right. Go on.,,,False,False,False
729332,,,,War was easier than daughters.,,,False,False,False
736005,,,,"- [Knock on door]
- Go away!",,,False,False,False
738508,,,,"[Ned] Arya, open the door.",,,False,False,False
750978,,,,May l come in?,,,False,False,False
759654,,,,"- Whose sword is that?
- Mine.",,,False,False,False
762491,,,,Give it to me.,,,False,False,False
770957,,,,"l know this maker's mark.
This is Mikken's work.",,,False,False,False
776004,,,,Where did you get this?,,,False,False,False
781677,,,,This is no toy.,,,False,False,False
785930,,,,"- Little ladies shouldn't play with swords.
- l wasn't playing.",,,False,False,False
788808,,,,And l don't want to be a lady.,,,False,False,False
791687,,,,Come here.,,,False,False,False
798735,,,,Now what do you want with this?,,,False,False,False
800779,,,,lt's called Needle.,,,False,False,False
803240,,,,"Oh, a blade with a name.",,,False,False,False
806534,,,,"And who were you hoping
to skewer with Needle?",,,False,False,False
809120,,,,Your sister?,,,False,False,False
811122,,,,"Do you know the first thing
about sword fighting?",,,False,False,False
813457,,,,Stick 'em with the pointy end.,,,False,False,False
815419,,,,[Laughs] That's the essence of it.,,,False,False,False
821424,,,,l was trying to learn.,,,False,False,False
825553,,,,l asked Mycah to practice with me.,,,False,False,False
829850,,,,l asked him. It was my fault.,,,False,False,False
834062,,,,"No, sweet girl.
No, no, you didn't kill the butcher's boy.",,,False,False,False
840568,,,,l hate them. l hate all of them.,,,False,False,False
843279,,,,"The Hound, the queen and the king",,,False,False,False
845616,,,,and Joffrey and Sansa.,,,False,False,False
847326,,,,"Sansa was dragged
before the king and queen...",,,False,False,False
850995,,,,and asked to call the prince a liar.,,,False,False,False
853624,,,,So was l! He is a liar.,,,False,False,False
856335,,,,"Shh, darling, listen to me.",,,False,False,False
859837,,,,"Sansa will be married
to Joffrey someday.",,,False,False,False
863217,,,,She cannot betray him.,,,False,False,False
865302,,,,"She must take his side
even when he's wrong.",,,False,False,False
868931,,,,"But how you can let her
marry someone like that?",,,False,False,False
873935,,,,Well...,,,False,False,False
877438,,,,Look at me.,,,False,False,False
879942,,,,"You're a Stark of Winterfell.
You know our words.",,,False,False,False
885530,,,,Winter is coming.,,,False,False,False
888116,,,,"You were born in the long summer.
You've never known anything else.",,,False,False,False
892412,,,,But now winter is truly coming.,,,False,False,False
894497,,,,"And in the winter
we must protect ourselves,",,,False,False,False
898544,,,,look after one another.,,,False,False,False
900002,,,,Sansa is your sister.,,,False,False,False
903673,,,,l don't hate her.,,,False,False,False
906510,,,,Not really.,,,False,False,False
909263,,,,"l don't want to frighten you,
but l won't lie to you either.",,,False,False,False
913140,,,,We've come to a dangerous place.,,,False,False,False
916562,,,,We cannot fight a war amongst ourselves.,,,False,False,False
920023,,,,All right?,,,False,False,False
923068,,,,Go on. It's yours.,,,False,False,False
929073,,,,l can keep it?,,,False,False,False
931534,,,,Try not to stab your sister with it.,,,False,False,False
933703,,,,[Chuckles],,,False,False,False
942504,,,,"lf you're going to own a sword,
you'd better know how to use it.",,,False,False,False
